,pokedex_number,name,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,percentage_male,experience_growth,capture_rate,classfication,base_egg_steps,base_happiness,base_total,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,generation,is_legendary,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water
408,409,Rampardos,Rampaldラムパルド,97,165,60,65,50,58,102.5,1.6,88.1,600000,45,Head Butt Pokémon,7680,70,495,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,410,Shieldon,Tatetopsタテトプス,30,42,118,42,88,30,57.0,0.5,88.1,600000,45,Shield Pokémon,7680,70,350,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
410,411,Bastiodon,Toridepsトリデプス,60,52,168,47,138,30,149.5,1.3,88.1,600000,45,Shield Pokémon,7680,70,495,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
411,412,Burmy,Minomucchiミノムッチ,40,29,45,29,45,36,3.4,0.2,50.0,1000000,120,Bagworm Pokémon,3840,70,224,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,413,Wormadam,Minomadam (kusaki No Mino)ミノマダム,60,69,95,69,95,36,6.5,0.5,0.0,1000000,45,Bagworm Pokémon,3840,70,424,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413,414,Mothim,Gamaleガーメイル,70,94,50,94,50,66,23.3,0.9,100.0,1000000,45,Moth Pokémon,3840,70,424,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,415,Combee,Mitsuhoneyミツハニー,30,30,42,30,42,70,5.5,0.3,88.1,1059860,120,Tiny Bee Pokémon,3840,70,244,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,416,Vespiquen,Beequenビークイン,70,80,102,80,102,40,38.5,1.2,0.0,1059860,45,Beehive Pokémon,3840,70,474,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,417,Pachirisu,Pachirisuパチリス,60,45,70,45,90,95,3.9,0.4,50.0,1000000,200,EleSquirrel Pokémon,2560,100,405,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,418,Buizel,Buoyselブイゼル,55,65,35,60,30,85,29.5,0.7,50.0,1000000,190,Sea Weasel Pokémon,5120,70,330,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,419,Floatzel,Floazelフローゼル,85,105,55,85,50,115,33.5,1.1,50.0,1000000,75,Sea Weasel Pokémon,5120,70,495,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,420,Cherubi,Cherinboチェリンボ,45,35,45,62,53,35,3.3,0.4,50.0,1000000,190,Cherry Pokémon,5120,70,275,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
420,421,Cherrim,Cherrimチェリム,70,60,70,87,78,85,9.3,0.5,50.0,1000000,75,Blossom Pokémon,5120,70,450,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
421,422,Shellos,Karanakushiカラナクシ,76,48,48,57,62,34,6.3,0.3,50.0,1000000,190,Sea Slug Pokémon,5120,70,325,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,423,Gastrodon,Tritodonトリトドン,111,83,68,92,82,39,29.9,0.9,50.0,1000000,75,Sea Slug Pokémon,5120,70,475,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
423,424,Ambipom,Etebothエテボース,75,100,66,60,66,115,20.3,1.2,50.0,800000,45,Long Tail Pokémon,5120,100,482,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
424,425,Drifloon,Fuwanteフワンテ,90,50,34,60,44,70,1.2,0.4,50.0,1640000,125,Balloon Pokémon,7680,70,348,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
425,426,Drifblim,Fuwarideフワライド,150,80,44,90,54,80,15.0,1.2,50.0,1640000,60,Blimp Pokémon,7680,70,498,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
426,427,Buneary,Mimirolミミロル,55,66,44,44,56,85,5.5,0.4,50.0,1000000,190,Rabbit Pokémon,5120,0,350,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
427,428,Lopunny,Mimilopミミロップ,65,136,94,54,96,135,33.3,1.2,50.0,1000000,60,Rabbit Pokémon,5120,140,580,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
428,429,Mismagius,Mumargiムウマージ,60,60,60,105,105,105,4.4,0.9,50.0,800000,45,Magical Pokémon,6400,35,495,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
429,430,Honchkrow,Dongkarasuドンカラス,100,125,52,105,52,71,27.3,0.9,50.0,1059860,30,Big Boss Pokémon,5120,35,505,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,431,Glameow,Nyarmarニャルマー,49,55,42,42,37,85,3.9,0.5,24.6,800000,190,Catty Pokémon,5120,70,310,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
431,432,Purugly,Bunyattoブニャット,71,82,64,64,59,112,43.8,1.0,24.6,800000,75,Tiger Cat Pokémon,5120,70,452,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
432,433,Chingling,Lisyanリーシャン,45,30,50,65,50,45,0.6,0.2,50.0,800000,120,Bell Pokémon,6400,70,285,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433,434,Stunky,Skunpuuスカンプー,63,63,47,41,41,74,19.2,0.4,50.0,1000000,225,Skunk Pokémon,5120,70,329,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
434,435,Skuntank,Skutankスカタンク,103,93,67,71,61,84,38.0,1.0,50.0,1000000,60,Skunk Pokémon,5120,70,479,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,436,Bronzor,Dohmirrorドーミラー,57,24,86,24,86,23,60.5,0.5,0.0,1000000,255,Bronze Pokémon,5120,70,300,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
436,437,Bronzong,Dohtakunドータクン,67,89,116,79,116,33,187.0,1.3,0.0,1000000,90,Bronze Bell Pokémon,5120,70,500,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
437,438,Bonsly,Usohachiウソハチ,50,80,95,10,45,10,15.0,0.5,50.0,1000000,255,Bonsai Pokémon,5120,70,290,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,439,Mime Jr.,Maneneマネネ,20,25,45,70,90,60,13.0,0.6,50.0,1000000,145,Mime Pokémon,6400,70,310,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
439,440,Happiny,Pinpukuピンプク,100,5,5,15,65,30,24.4,0.6,0.0,800000,130,Playhouse Pokémon,10240,140,220,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
440,441,Chatot,Perapペラップ,76,65,45,92,42,91,1.9,0.5,50.0,1059860,30,Music Note Pokémon,5120,35,411,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
441,442,Spiritomb,Mikarugeミカルゲ,50,92,108,92,108,35,108.0,1.0,50.0,1000000,100,Forbidden Pokémon,7680,70,485,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,443,Gible,Fukamaruフカマル,58,70,45,40,45,42,20.5,0.7,50.0,1250000,45,Land Shark Pokémon,10240,70,300,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,444,Gabite,Gabiteガバイト,68,90,65,50,55,82,56.0,1.4,50.0,1250000,45,Cave Pokémon,10240,70,410,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,445,Garchomp,Gaburiasガブリアス,108,170,115,120,95,92,95.0,1.9,50.0,1250000,45,Mach Pokémon,10240,70,700,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,446,Munchlax,Gonbeゴンベ,135,85,40,40,85,5,105.0,0.6,88.1,1250000,50,Big Eater Pokémon,10240,70,390,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,447,Riolu,Rioluリオル,40,70,40,35,40,60,20.2,0.7,88.1,1059860,75,Emanation Pokémon,6400,70,285,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,448,Lucario,Lucarioルカリオ,70,145,88,140,70,112,54.0,1.2,88.1,1059860,45,Aura Pokémon,6400,70,625,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
448,449,Hippopotas,Hippopotasヒポポタス,68,72,78,38,42,32,49.5,0.8,50.0,1250000,140,Hippo Pokémon,7680,70,330,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
449,450,Hippowdon,Kabaldonカバルドン,108,112,118,68,72,47,300.0,2.0,50.0,1250000,60,Heavyweight Pokémon,7680,70,525,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,451,Skorupi,Scorupiスコルピ,40,50,90,30,55,65,12.0,0.8,50.0,1250000,120,Scorpion Pokémon,5120,70,330,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,452,Drapion,Dorapionドラピオン,70,90,110,60,75,95,61.5,1.3,50.0,1250000,45,Ogre Scorp Pokémon,5120,70,500,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,453,Croagunk,Gureggruグレッグル,48,61,40,61,40,50,23.0,0.7,50.0,1000000,140,Toxic Mouth Pokémon,2560,100,300,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
453,454,Toxicroak,Dokurogドクロッグ,83,106,65,86,65,85,44.4,1.3,50.0,1000000,75,Toxic Mouth Pokémon,5120,70,490,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
454,455,Carnivine,Muskippaマスキッパ,74,100,72,90,72,46,27.0,1.4,50.0,1250000,200,Bug Catcher Pokémon,6400,70,454,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
455,456,Finneon,Keikouoケイコウオ,49,49,56,49,61,66,7.0,0.4,50.0,600000,190,Wing Fish Pokémon,5120,70,330,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,457,Lumineon,Neolantネオラント,69,69,76,69,86,91,24.0,1.2,50.0,600000,75,Neon Pokémon,5120,70,460,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,458,Mantyke,Tamantaタマンタ,45,20,50,60,120,50,65.0,1.0,50.0,1250000,25,Kite Pokémon,6400,70,345,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
458,459,Snover,Yukikaburiユキカブリ,60,62,50,62,60,40,50.5,1.0,50.0,1250000,120,Frosted Tree Pokémon,5120,70,334,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
459,460,Abomasnow,Yukinoohユキノオー,90,132,105,132,105,30,135.5,2.2,50.0,1250000,60,Frosted Tree Pokémon,5120,70,594,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
460,461,Weavile,Manyulaマニューラ,70,120,65,45,85,125,34.0,1.1,50.0,1059860,45,Sharp Claw Pokémon,5120,35,510,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461,462,Magnezone,Jibacoilジバコイル,70,70,115,130,90,60,180.0,1.2,0.0,1000000,30,Magnet Area Pokémon,5120,70,535,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,463,Lickilicky,Berobeltベロベルト,110,85,95,80,95,50,140.0,1.7,50.0,1000000,30,Licking Pokémon,5120,70,515,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463,464,Rhyperior,Dosidonドサイドン,115,140,130,55,55,40,282.8,2.4,50.0,1250000,30,Drill Pokémon,5120,70,535,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
464,465,Tangrowth,Mojumboモジャンボ,100,100,125,110,50,50,128.6,2.0,50.0,1000000,30,Vine Pokémon,5120,70,535,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
465,466,Electivire,Elekibleエレキブル,75,123,67,95,85,95,138.6,1.8,75.4,1000000,30,Thunderbolt Pokémon,6400,70,540,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,467,Magmortar,Booburnブーバーン,75,95,67,125,95,83,68.0,1.6,75.4,1000000,30,Blast Pokémon,6400,70,540,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467,468,Togekiss,Togekissトゲキッス,85,50,95,120,115,80,38.0,1.5,88.1,800000,30,Jubilee Pokémon,2560,70,545,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
468,469,Yanmega,Megayanmaメガヤンマ,86,76,86,116,56,95,51.5,1.9,50.0,1000000,30,Ogre Darner Pokémon,5120,70,515,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,470,Leafeon,Leafiaリーフィア,65,110,130,60,65,95,25.5,1.0,88.1,1000000,45,Verdant Pokémon,8960,35,525,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470,471,Glaceon,Glaciaグレイシア,65,60,110,130,95,65,25.9,0.8,88.1,1000000,45,Fresh Snow Pokémon,8960,35,525,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
471,472,Gliscor,Glionグライオン,75,95,125,45,75,95,42.5,2.0,50.0,1059860,30,Fang Scorp Pokémon,5120,70,510,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
472,473,Mamoswine,Mammooマンムー,110,130,80,70,60,80,291.0,2.5,50.0,1250000,50,Twin Tusk Pokémon,5120,70,530,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
473,474,Porygon-Z,Porygon-zポリゴンＺ,85,80,70,135,75,90,34.0,0.9,0.0,1000000,30,Virtual Pokémon,5120,70,535,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
474,475,Gallade,Erureidoエルレイド,68,165,95,65,115,110,52.0,1.6,100.0,1250000,45,Blade Pokémon,5120,35,618,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
